concept_id,term,term_type,context
C000386,"""Fire ecology"" OR ""Fire ecology research""",high_recall,Database-adaptable phrase expansion
C000386,Fire ecology,broader,Disciplinary or overlay context
C000386,Fire ecology literature,related,Literature-oriented retrieval expansion
C000387,Prosthetics and orthotics,search_phrase,Canonical concept phrase
C000387,"""Prosthetics and orthotics"" OR ""Prosthetics and orthotics research""",high_recall,Database-adaptable phrase expansion
C000387,Prosthetics and orthotics,broader,Disciplinary or overlay context
C000387,Prosthetics and orthotics literature,related,Literature-oriented retrieval expansion
C000388,Maritime archaeology,search_phrase,Canonical concept phrase
C000388,"""Maritime archaeology"" OR ""Maritime archaeology research""",high_recall,Database-adaptable phrase expansion
C000388,Maritime archaeology,broader,Disciplinary or overlay context
C000388,Maritime archaeology literature,related,Literature-oriented retrieval expansion
C000389,Causes and prevention of crime,search_phrase,Canonical concept phrase
C000389,"""Causes and prevention of crime"" OR ""Causes and prevention of crime research""",high_recall,Database-adaptable phrase expansion
C000389,Causes and prevention of crime,broader,Disciplinary or overlay context
C000389,Causes and prevention of crime literature,related,Literature-oriented retrieval expansion
C000390,Aboriginal and Torres Strait Islander linguistics and languages,search_phrase,Canonical concept phrase
C000390,"""Aboriginal and Torres Strait Islander linguistics and languages"" OR ""Aboriginal and Torres Strait Islander linguistics and languages research""",high_recall,Database-adaptable phrase expansion
C000390,Aboriginal and Torres Strait Islander linguistics and languages,broader,Disciplinary or overlay context
C000390,Aboriginal and Torres Strait Islander linguistics and languages literature,related,Literature-oriented retrieval expansion
C000391,Autonomous agents and multiagent systems,search_phrase,Canonical concept phrase
C000391,"""Autonomous agents and multiagent systems"" OR ""Autonomous agents and multiagent systems research""",high_recall,Database-adaptable phrase expansion
C000391,Autonomous agents and multiagent systems,broader,Disciplinary or overlay context
C000391,Autonomous agents and multiagent systems literature,related,Literature-oriented retrieval expansion
C000392,"Organisational, interpersonal and intercultural communication",search_phrase,Canonical concept phrase
C000392,"""Organisational, interpersonal and intercultural communication"" OR ""Organisational, interpersonal and intercultural communication research""",high_recall,Database-adaptable phrase expansion
C000392,"Organisational, interpersonal and intercultural communication",broader,Disciplinary or overlay context
C000392,"Organisational, interpersonal and intercultural communication literature",related,Literature-oriented retrieval expansion
C000393,Climate change law,search_phrase,Canonical concept phrase
C000393,"""Climate change law"" OR ""Climate change law research""",high_recall,Database-adaptable phrase expansion
C000393,Climate change law,broader,Disciplinary or overlay context
C000393,Climate change law literature,related,Literature-oriented retrieval expansion
C000394,Operations research,search_phrase,Canonical concept phrase
C000394,"""Operations research"" OR ""Operations research research""",high_recall,Database-adaptable phrase expansion
C000394,Operations research,broader,Disciplinary or overlay context
C000394,Operations research literature,related,Literature-oriented retrieval expansion
C000395,History and philosophy of engineering and technology,search_phrase,Canonical concept phrase
C000395,"""History and philosophy of engineering and technology"" OR ""History and philosophy of engineering and technology research""",high_recall,Database-adaptable phrase expansion
C000395,History and philosophy of engineering and technology,broader,Disciplinary or overlay context
C000395,History and philosophy of engineering and technology literature,related,Literature-oriented retrieval expansion
C000396,Solar physics,search_phrase,Canonical concept phrase
C000396,"""Solar physics"" OR ""Solar physics research""",high_recall,Database-adaptable phrase expansion
C000396,Solar physics,broader,Disciplinary or overlay context
C000396,Solar physics literature,related,Literature-oriented retrieval expansion
C000397,"Testing, assessment and psychometrics",search_phrase,Canonical concept phrase
C000397,"""Testing, assessment and psychometrics"" OR ""Testing, assessment and psychometrics research""",high_recall,Database-adaptable phrase expansion
C000397,"Testing, assessment and psychometrics",broader,Disciplinary or overlay context
C000397,"Testing, assessment and psychometrics literature",related,Literature-oriented retrieval expansion
C000398,Non-genetically modified uses of biotechnology,search_phrase,Canonical concept phrase
C000398,"""Non-genetically modified uses of biotechnology"" OR ""Non-genetically modified uses of biotechnology research""",high_recall,Database-adaptable phrase expansion
C000398,Non-genetically modified uses of biotechnology,broader,Disciplinary or overlay context
C000398,Non-genetically modified uses of biotechnology literature,related,Literature-oriented retrieval expansion
C000399,Proteomics and intermolecular interactions (excl. medical proteomics),search_phrase,Canonical concept phrase
C000399,"""Proteomics and intermolecular interactions (excl. medical proteomics)"" OR ""Proteomics and intermolecular interactions (excl. medical proteomics) research""",high_recall,Database-adaptable phrase expansion
C000399,Proteomics and intermolecular interactions (excl. medical proteomics),broader,Disciplinary or overlay context
C000399,Proteomics and intermolecular interactions (excl. medical proteomics) literature,related,Literature-oriented retrieval expansion
C000400,Diagnostic radiography,search_phrase,Canonical concept phrase
C000400,"""Diagnostic radiography"" OR ""Diagnostic radiography research""",high_recall,Database-adaptable phrase expansion
C000400,Diagnostic radiography,broader,Disciplinary or overlay context
C000400,Diagnostic radiography literature,related,Literature-oriented retrieval expansion
C000401,Landscape architecture,search_phrase,Canonical concept phrase
C000401,"""Landscape architecture"" OR ""Landscape architecture research""",high_recall,Database-adaptable phrase expansion
C000401,Landscape architecture,broader,Disciplinary or overlay context
C000401,Landscape architecture literature,related,Literature-oriented retrieval expansion
C000402,Separation science,search_phrase,Canonical concept phrase
C000402,"""Separation science"" OR ""Separation science research""",high_recall,Database-adaptable phrase expansion
C000402,Separation science,broader,Disciplinary or overlay context
C000402,Separation science literature,related,Literature-oriented retrieval expansion
C000403,Environment and climate finance,search_phrase,Canonical concept phrase
C000403,"""Environment and climate finance"" OR ""Environment and climate finance research""",high_recall,Database-adaptable phrase expansion
C000403,Environment and climate finance,broader,Disciplinary or overlay context
C000403,Environment and climate finance literature,related,Literature-oriented retrieval expansion
C000404,Technical writing,search_phrase,Canonical concept phrase
C000404,"""Technical writing"" OR ""Technical writing research""",high_recall,Database-adaptable phrase expansion
C000404,Technical writing,broader,Disciplinary or overlay context
C000404,Technical writing literature,related,Literature-oriented retrieval expansion
C000405,Tropospheric and stratospheric physics,search_phrase,Canonical concept phrase
C000405,"""Tropospheric and stratospheric physics"" OR ""Tropospheric and stratospheric physics research""",high_recall,Database-adaptable phrase expansion
C000405,Tropospheric and stratospheric physics,broader,Disciplinary or overlay context
C000405,Tropospheric and stratospheric physics literature,related,Literature-oriented retrieval expansion
C000406,Industry economics and industrial organisation,search_phrase,Canonical concept phrase
C000406,"""Industry economics and industrial organisation"" OR ""Industry economics and industrial organisation research""",high_recall,Database-adaptable phrase expansion
C000406,Industry economics and industrial organisation,broader,Disciplinary or overlay context
C000406,Industry economics and industrial organisation literature,related,Literature-oriented retrieval expansion
C000407,Mathematics and numeracy curriculum and pedagogy,search_phrase,Canonical concept phrase
C000407,"""Mathematics and numeracy curriculum and pedagogy"" OR ""Mathematics and numeracy curriculum and pedagogy research""",high_recall,Database-adaptable phrase expansion
C000407,Mathematics and numeracy curriculum and pedagogy,broader,Disciplinary or overlay context
C000407,Mathematics and numeracy curriculum and pedagogy literature,related,Literature-oriented retrieval expansion
C000408,Automotive engineering materials,search_phrase,Canonical concept phrase
C000408,"""Automotive engineering materials"" OR ""Automotive engineering materials research""",high_recall,Database-adaptable phrase expansion
C000408,Automotive engineering materials,broader,Disciplinary or overlay context
C000408,Automotive engineering materials literature,related,Literature-oriented retrieval expansion
C000409,Landscape ecology,search_phrase,Canonical concept phrase
C000409,"""Landscape ecology"" OR ""Landscape ecology research""",high_recall,Database-adaptable phrase expansion
C000409,Landscape ecology,broader,Disciplinary or overlay context
C000409,Landscape ecology literature,related,Literature-oriented retrieval expansion
C000410,Rehabilitation,search_phrase,Canonical concept phrase
C000410,"""Rehabilitation"" OR ""Rehabilitation research""",high_recall,Database-adaptable phrase expansion
C000410,Rehabilitation,broader,Disciplinary or overlay context
C000410,Rehabilitation literature,related,Literature-oriented retrieval expansion
C000411,"Archival, repository and related studies",search_phrase,Canonical concept phrase
C000411,"""Archival, repository and related studies"" OR ""Archival, repository and related studies research""",high_recall,Database-adaptable phrase expansion
C000411,"Archival, repository and related studies",broader,Disciplinary or overlay context
C000411,"Archival, repository and related studies literature",related,Literature-oriented retrieval expansion
C000412,"Correctional theory, offender treatment and rehabilitation",search_phrase,Canonical concept phrase
C000412,"""Correctional theory, offender treatment and rehabilitation"" OR ""Correctional theory, offender treatment and rehabilitation research""",high_recall,Database-adaptable phrase expansion
C000412,"Correctional theory, offender treatment and rehabilitation",broader,Disciplinary or overlay context
C000412,"Correctional theory, offender treatment and rehabilitation literature",related,Literature-oriented retrieval expansion
C000413,"Aboriginal and Torres Strait Islander literature, journalism and professional writing",search_phrase,Canonical concept phrase
C000413,"""Aboriginal and Torres Strait Islander literature, journalism and professional writing"" OR ""Aboriginal and Torres Strait Islander literature, journalism and professional writing research""",high_recall,Database-adaptable phrase expansion
C000413,"Aboriginal and Torres Strait Islander literature, journalism and professional writing",broader,Disciplinary or overlay context
C000413,"Aboriginal and Torres Strait Islander literature, journalism and professional writing literature",related,Literature-oriented retrieval expansion
C000414,Evolutionary computation,search_phrase,Canonical concept phrase
C000414,"""Evolutionary computation"" OR ""Evolutionary computation research""",high_recall,Database-adaptable phrase expansion
C000414,Evolutionary computation,broader,Disciplinary or overlay context
C000414,Evolutionary computation literature,related,Literature-oriented retrieval expansion
C000415,Arts and cultural policy,search_phrase,Canonical concept phrase
C000415,"""Arts and cultural policy"" OR ""Arts and cultural policy research""",high_recall,Database-adaptable phrase expansion
C000415,Arts and cultural policy,broader,Disciplinary or overlay context
C000415,Arts and cultural policy literature,related,Literature-oriented retrieval expansion
C000416,Environmental law,search_phrase,Canonical concept phrase
C000416,"""Environmental law"" OR ""Environmental law research""",high_recall,Database-adaptable phrase expansion
C000416,Environmental law,broader,Disciplinary or overlay context
C000416,Environmental law literature,related,Literature-oriented retrieval expansion
C000417,optimisation,search_phrase,Canonical concept phrase
C000417,"""optimisation"" OR ""optimisation research""",high_recall,Database-adaptable phrase expansion
C000417,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000417,optimisation literature,related,Literature-oriented retrieval expansion
C000418,History and philosophy of law and justice,search_phrase,Canonical concept phrase
C000418,"""History and philosophy of law and justice"" OR ""History and philosophy of law and justice research""",high_recall,Database-adaptable phrase expansion
C000418,History and philosophy of law and justice,broader,Disciplinary or overlay context
C000418,History and philosophy of law and justice literature,related,Literature-oriented retrieval expansion
C000419,Stellar astronomy and planetary systems,search_phrase,Canonical concept phrase
C000419,"""Stellar astronomy and planetary systems"" OR ""Stellar astronomy and planetary systems research""",high_recall,Database-adaptable phrase expansion
C000419,Stellar astronomy and planetary systems,broader,Disciplinary or overlay context
C000419,Stellar astronomy and planetary systems literature,related,Literature-oriented retrieval expansion
C000420,Behavioural genetics,search_phrase,Canonical concept phrase
C000420,"""Behavioural genetics"" OR ""Behavioural genetics research""",high_recall,Database-adaptable phrase expansion
C000420,Behavioural genetics,broader,Disciplinary or overlay context
C000420,Behavioural genetics literature,related,Literature-oriented retrieval expansion
C000421,Transgenesis,search_phrase,Canonical concept phrase
C000421,"""Transgenesis"" OR ""Transgenesis research""",high_recall,Database-adaptable phrase expansion
C000421,Transgenesis,broader,Disciplinary or overlay context
C000421,Transgenesis literature,related,Literature-oriented retrieval expansion
C000422,Receptors and membrane biology,search_phrase,Canonical concept phrase
C000422,"""Receptors and membrane biology"" OR ""Receptors and membrane biology research""",high_recall,Database-adaptable phrase expansion
C000422,Receptors and membrane biology,broader,Disciplinary or overlay context
C000422,Receptors and membrane biology literature,related,Literature-oriented retrieval expansion
C000423,Emergency medicine,search_phrase,Canonical concept phrase
C000423,"""Emergency medicine"" OR ""Emergency medicine research""",high_recall,Database-adaptable phrase expansion
C000423,Emergency medicine,broader,Disciplinary or overlay context
C000423,Emergency medicine literature,related,Literature-oriented retrieval expansion
C000424,Sustainable architecture,search_phrase,Canonical concept phrase
C000424,"""Sustainable architecture"" OR ""Sustainable architecture research""",high_recall,Database-adaptable phrase expansion
C000424,Sustainable architecture,broader,Disciplinary or overlay context
C000424,Sustainable architecture literature,related,Literature-oriented retrieval expansion
C000425,Bioinorganic chemistry,search_phrase,Canonical concept phrase
C000425,"""Bioinorganic chemistry"" OR ""Bioinorganic chemistry research""",high_recall,Database-adaptable phrase expansion
C000425,Bioinorganic chemistry,broader,Disciplinary or overlay context
C000425,Bioinorganic chemistry literature,related,Literature-oriented retrieval expansion
C000426,Finance,search_phrase,Canonical concept phrase
C000426,"""Finance"" OR ""Finance research""",high_recall,Database-adaptable phrase expansion
C000426,Finance,broader,Disciplinary or overlay context
C000426,Finance literature,related,Literature-oriented retrieval expansion
C000427,Music cognition,search_phrase,Canonical concept phrase
C000427,"""Music cognition"" OR ""Music cognition research""",high_recall,Database-adaptable phrase expansion
C000427,Music cognition,broader,Disciplinary or overlay context
C000427,Music cognition literature,related,Literature-oriented retrieval expansion
C000428,Climate change processes,search_phrase,Canonical concept phrase
C000428,"""Climate change processes"" OR ""Climate change processes research""",high_recall,Database-adaptable phrase expansion
C000428,Climate change processes,broader,Disciplinary or overlay context
C000428,Climate change processes literature,related,Literature-oriented retrieval expansion
C000429,International economics,search_phrase,Canonical concept phrase
C000429,"""International economics"" OR ""International economics research""",high_recall,Database-adaptable phrase expansion
C000429,International economics,broader,Disciplinary or overlay context
C000429,International economics literature,related,Literature-oriented retrieval expansion
C000430,"Medicine, nursing and health curriculum and pedagogy",search_phrase,Canonical concept phrase
C000430,"""Medicine, nursing and health curriculum and pedagogy"" OR ""Medicine, nursing and health curriculum and pedagogy research""",high_recall,Database-adaptable phrase expansion
C000430,"Medicine, nursing and health curriculum and pedagogy",broader,Disciplinary or overlay context
C000430,"Medicine, nursing and health curriculum and pedagogy literature",related,Literature-oriented retrieval expansion
C000431,Automotive mechatronics and autonomous systems,search_phrase,Canonical concept phrase
C000431,"""Automotive mechatronics and autonomous systems"" OR ""Automotive mechatronics and autonomous systems research""",high_recall,Database-adaptable phrase expansion
C000431,Automotive mechatronics and autonomous systems,broader,Disciplinary or overlay context
C000431,Automotive mechatronics and autonomous systems literature,related,Literature-oriented retrieval expansion
C000432,Biodiscovery,search_phrase,Canonical concept phrase
C000432,"""Biodiscovery"" OR ""Biodiscovery research""",high_recall,Database-adaptable phrase expansion
C000432,Biodiscovery,broader,Disciplinary or overlay context
C000432,Biodiscovery literature,related,Literature-oriented retrieval expansion
C000433,Speech pathology,search_phrase,Canonical concept phrase
C000433,"""Speech pathology"" OR ""Speech pathology research""",high_recall,Database-adaptable phrase expansion
C000433,Speech pathology,broader,Disciplinary or overlay context
C000433,Speech pathology literature,related,Literature-oriented retrieval expansion
C000434,"Critical heritage, museum and archive studies",search_phrase,Canonical concept phrase
C000434,"""Critical heritage, museum and archive studies"" OR ""Critical heritage, museum and archive studies research""",high_recall,Database-adaptable phrase expansion
C000434,"Critical heritage, museum and archive studies",broader,Disciplinary or overlay context
C000434,"Critical heritage, museum and archive studies literature",related,Literature-oriented retrieval expansion
C000435,Courts and sentencing,search_phrase,Canonical concept phrase
C000435,"""Courts and sentencing"" OR ""Courts and sentencing research""",high_recall,Database-adaptable phrase expansion
C000435,Courts and sentencing,broader,Disciplinary or overlay context
C000435,Courts and sentencing literature,related,Literature-oriented retrieval expansion
C000436,"Aboriginal and Torres Strait Islander media, film, animation and photography",search_phrase,Canonical concept phrase
C000436,"""Aboriginal and Torres Strait Islander media, film, animation and photography"" OR ""Aboriginal and Torres Strait Islander media, film, animation and photography research""",high_recall,Database-adaptable phrase expansion
C000436,"Aboriginal and Torres Strait Islander media, film, animation and photography",broader,Disciplinary or overlay context
C000436,"Aboriginal and Torres Strait Islander media, film, animation and photography literature",related,Literature-oriented retrieval expansion
C000437,Fuzzy computation,search_phrase,Canonical concept phrase
C000437,"""Fuzzy computation"" OR ""Fuzzy computation research""",high_recall,Database-adaptable phrase expansion
C000437,Fuzzy computation,broader,Disciplinary or overlay context
C000437,Fuzzy computation literature,related,Literature-oriented retrieval expansion
C000438,Asian cultural studies,search_phrase,Canonical concept phrase
C000438,"""Asian cultural studies"" OR ""Asian cultural studies research""",high_recall,Database-adaptable phrase expansion
C000438,Asian cultural studies,broader,Disciplinary or overlay context
C000438,Asian cultural studies literature,related,Literature-oriented retrieval expansion
C000439,"Mining, energy and natural resources law",search_phrase,Canonical concept phrase
C000439,"""Mining, energy and natural resources law"" OR ""Mining, energy and natural resources law research""",high_recall,Database-adaptable phrase expansion
C000439,"Mining, energy and natural resources law",broader,Disciplinary or overlay context
C000439,"Mining, energy and natural resources law literature",related,Literature-oriented retrieval expansion
C000440,Algebraic structures in mathematical physics,search_phrase,Canonical concept phrase
C000440,"""Algebraic structures in mathematical physics"" OR ""Algebraic structures in mathematical physics research""",high_recall,Database-adaptable phrase expansion
C000440,Algebraic structures in mathematical physics,broader,Disciplinary or overlay context
C000440,Algebraic structures in mathematical physics literature,related,Literature-oriented retrieval expansion
C000441,History and philosophy of medicine,search_phrase,Canonical concept phrase
C000441,"""History and philosophy of medicine"" OR ""History and philosophy of medicine research""",high_recall,Database-adaptable phrase expansion
C000441,History and philosophy of medicine,broader,Disciplinary or overlay context
C000441,History and philosophy of medicine literature,related,Literature-oriented retrieval expansion
C000442,Atomic and molecular physics,search_phrase,Canonical concept phrase
C000442,"""Atomic and molecular physics"" OR ""Atomic and molecular physics research""",high_recall,Database-adaptable phrase expansion
C000442,Atomic and molecular physics,broader,Disciplinary or overlay context
C000442,Atomic and molecular physics literature,related,Literature-oriented retrieval expansion
C000443,Behavioural neuroscience,search_phrase,Canonical concept phrase
C000443,"""Behavioural neuroscience"" OR ""Behavioural neuroscience research""",high_recall,Database-adaptable phrase expansion
C000443,Behavioural neuroscience,broader,Disciplinary or overlay context
C000443,Behavioural neuroscience literature,related,Literature-oriented retrieval expansion
C000444,Agricultural hydrology,search_phrase,Canonical concept phrase
C000444,"""Agricultural hydrology"" OR ""Agricultural hydrology research""",high_recall,Database-adaptable phrase expansion
C000444,Agricultural hydrology,broader,Disciplinary or overlay context
C000444,Agricultural hydrology literature,related,Literature-oriented retrieval expansion
C000445,Signal transduction,search_phrase,Canonical concept phrase
C000445,"""Signal transduction"" OR ""Signal transduction research""",high_recall,Database-adaptable phrase expansion
C000445,Signal transduction,broader,Disciplinary or overlay context
C000445,Signal transduction literature,related,Literature-oriented retrieval expansion
C000446,Endocrinology,search_phrase,Canonical concept phrase
C000446,"""Endocrinology"" OR ""Endocrinology research""",high_recall,Database-adaptable phrase expansion
C000446,Endocrinology,broader,Disciplinary or overlay context
C000446,Endocrinology literature,related,Literature-oriented retrieval expansion
C000447,Automation and technology in building and construction,search_phrase,Canonical concept phrase
C000447,"""Automation and technology in building and construction"" OR ""Automation and technology in building and construction research""",high_recall,Database-adaptable phrase expansion
C000447,Automation and technology in building and construction,broader,Disciplinary or overlay context
C000447,Automation and technology in building and construction literature,related,Literature-oriented retrieval expansion
C000448,Crystallography,search_phrase,Canonical concept phrase
C000448,"""Crystallography"" OR ""Crystallography research""",high_recall,Database-adaptable phrase expansion
C000448,Crystallography,broader,Disciplinary or overlay context
C000448,Crystallography literature,related,Literature-oriented retrieval expansion
C000449,Financial econometrics,search_phrase,Canonical concept phrase
C000449,"""Financial econometrics"" OR ""Financial econometrics research""",high_recall,Database-adaptable phrase expansion
C000449,Financial econometrics,broader,Disciplinary or overlay context
C000449,Financial econometrics literature,related,Literature-oriented retrieval expansion
C000450,Music composition and improvisation,search_phrase,Canonical concept phrase
C000450,"""Music composition and improvisation"" OR ""Music composition and improvisation research""",high_recall,Database-adaptable phrase expansion
C000450,Music composition and improvisation,broader,Disciplinary or overlay context
C000450,Music composition and improvisation literature,related,Literature-oriented retrieval expansion
C000451,Climatology,search_phrase,Canonical concept phrase
C000451,"""Climatology"" OR ""Climatology research""",high_recall,Database-adaptable phrase expansion
C000451,Climatology,broader,Disciplinary or overlay context
C000451,Climatology literature,related,Literature-oriented retrieval expansion
C000452,Labour economics,search_phrase,Canonical concept phrase
C000452,"""Labour economics"" OR ""Labour economics research""",high_recall,Database-adaptable phrase expansion
C000452,Labour economics,broader,Disciplinary or overlay context
C000452,Labour economics literature,related,Literature-oriented retrieval expansion
C000453,Physical education and development curriculum and pedagogy,search_phrase,Canonical concept phrase
C000453,"""Physical education and development curriculum and pedagogy"" OR ""Physical education and development curriculum and pedagogy research""",high_recall,Database-adaptable phrase expansion
C000453,Physical education and development curriculum and pedagogy,broader,Disciplinary or overlay context
C000453,Physical education and development curriculum and pedagogy literature,related,Literature-oriented retrieval expansion
C000454,Automotive safety engineering,search_phrase,Canonical concept phrase
C000454,"""Automotive safety engineering"" OR ""Automotive safety engineering research""",high_recall,Database-adaptable phrase expansion
C000454,Automotive safety engineering,broader,Disciplinary or overlay context
C000454,Automotive safety engineering literature,related,Literature-oriented retrieval expansion
C000455,Biological control,search_phrase,Canonical concept phrase
C000455,"""Biological control"" OR ""Biological control research""",high_recall,Database-adaptable phrase expansion
C000455,Biological control,broader,Disciplinary or overlay context
C000455,Biological control literature,related,Literature-oriented retrieval expansion
C000456,Behavioural epidemiology,search_phrase,Canonical concept phrase
C000456,"""Behavioural epidemiology"" OR ""Behavioural epidemiology research""",high_recall,Database-adaptable phrase expansion
C000456,Behavioural epidemiology,broader,Disciplinary or overlay context
C000456,Behavioural epidemiology literature,related,Literature-oriented retrieval expansion
C000457,Cultural heritage management (incl. world heritage),search_phrase,Canonical concept phrase
C000457,"""Cultural heritage management (incl. world heritage)"" OR ""Cultural heritage management (incl. world heritage) research""",high_recall,Database-adaptable phrase expansion
C000457,Cultural heritage management (incl. world heritage),broader,Disciplinary or overlay context
C000457,Cultural heritage management (incl. world heritage) literature,related,Literature-oriented retrieval expansion
C000458,Crime and social justice,search_phrase,Canonical concept phrase
C000458,"""Crime and social justice"" OR ""Crime and social justice research""",high_recall,Database-adaptable phrase expansion
C000458,Crime and social justice,broader,Disciplinary or overlay context
C000458,Crime and social justice literature,related,Literature-oriented retrieval expansion
C000459,Aboriginal and Torres Strait Islander music and performing arts,search_phrase,Canonical concept phrase
C000459,"""Aboriginal and Torres Strait Islander music and performing arts"" OR ""Aboriginal and Torres Strait Islander music and performing arts research""",high_recall,Database-adaptable phrase expansion
C000459,Aboriginal and Torres Strait Islander music and performing arts,broader,Disciplinary or overlay context
C000459,Aboriginal and Torres Strait Islander music and performing arts literature,related,Literature-oriented retrieval expansion
C000460,Intelligent robotics,search_phrase,Canonical concept phrase
C000460,"""Intelligent robotics"" OR ""Intelligent robotics research""",high_recall,Database-adaptable phrase expansion
C000460,Intelligent robotics,broader,Disciplinary or overlay context
C000460,Intelligent robotics literature,related,Literature-oriented retrieval expansion
C000461,state,search_phrase,Canonical concept phrase
C000461,"""state"" OR ""state research""",high_recall,Database-adaptable phrase expansion
C000461,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000461,state literature,related,Literature-oriented retrieval expansion
C000462,field,search_phrase,Canonical concept phrase
C000462,"""field"" OR ""field research""",high_recall,Database-adaptable phrase expansion
C000462,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000462,field literature,related,Literature-oriented retrieval expansion
C000463,phase,search_phrase,Canonical concept phrase
C000463,"""phase"" OR ""phase research""",high_recall,Database-adaptable phrase expansion
C000463,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000463,phase literature,related,Literature-oriented retrieval expansion
C000464,critical,search_phrase,Canonical concept phrase
C000464,"""critical"" OR ""critical research""",high_recall,Database-adaptable phrase expansion
C000464,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000464,critical literature,related,Literature-oriented retrieval expansion
C000465,learning,search_phrase,Canonical concept phrase
C000465,"""learning"" OR ""learning research""",high_recall,Database-adaptable phrase expansion
C000465,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000465,learning literature,related,Literature-oriented retrieval expansion
C000466,representation,search_phrase,Canonical concept phrase
C000466,"""representation"" OR ""representation research""",high_recall,Database-adaptable phrase expansion
C000466,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000466,representation literature,related,Literature-oriented retrieval expansion
C000467,network,search_phrase,Canonical concept phrase
C000467,"""network"" OR ""network research""",high_recall,Database-adaptable phrase expansion
C000467,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000467,network literature,related,Literature-oriented retrieval expansion
C000468,transport,search_phrase,Canonical concept phrase
C000468,"""transport"" OR ""transport research""",high_recall,Database-adaptable phrase expansion
C000468,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000468,transport literature,related,Literature-oriented retrieval expansion
C000469,attention,search_phrase,Canonical concept phrase
C000469,"""attention"" OR ""attention research""",high_recall,Database-adaptable phrase expansion
C000469,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000469,attention literature,related,Literature-oriented retrieval expansion
C000470,control,search_phrase,Canonical concept phrase
C000470,"""control"" OR ""control research""",high_recall,Database-adaptable phrase expansion
C000470,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000470,control literature,related,Literature-oriented retrieval expansion
C000471,signal,search_phrase,Canonical concept phrase
C000471,"""signal"" OR ""signal research""",high_recall,Database-adaptable phrase expansion
C000471,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000471,signal literature,related,Literature-oriented retrieval expansion
C000472,cell,search_phrase,Canonical concept phrase
C000472,"""cell"" OR ""cell research""",high_recall,Database-adaptable phrase expansion
C000472,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000472,cell literature,related,Literature-oriented retrieval expansion
C000473,population,search_phrase,Canonical concept phrase
C000473,"""population"" OR ""population research""",high_recall,Database-adaptable phrase expansion
C000473,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000473,population literature,related,Literature-oriented retrieval expansion
C000474,fitness,search_phrase,Canonical concept phrase
C000474,"""fitness"" OR ""fitness research""",high_recall,Database-adaptable phrase expansion
C000474,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000474,fitness literature,related,Literature-oriented retrieval expansion
C000475,stress,search_phrase,Canonical concept phrase
C000475,"""stress"" OR ""stress research""",high_recall,Database-adaptable phrase expansion
C000475,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000475,stress literature,related,Literature-oriented retrieval expansion
C000476,power,search_phrase,Canonical concept phrase
C000476,"""power"" OR ""power research""",high_recall,Database-adaptable phrase expansion
C000476,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000476,power literature,related,Literature-oriented retrieval expansion
C000477,culture,search_phrase,Canonical concept phrase
C000477,"""culture"" OR ""culture research""",high_recall,Database-adaptable phrase expansion
C000477,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000477,culture literature,related,Literature-oriented retrieval expansion
C000478,agency,search_phrase,Canonical concept phrase
C000478,"""agency"" OR ""agency research""",high_recall,Database-adaptable phrase expansion
C000478,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000478,agency literature,related,Literature-oriented retrieval expansion
C000479,risk,search_phrase,Canonical concept phrase
C000479,"""risk"" OR ""risk research""",high_recall,Database-adaptable phrase expansion
C000479,Cross-domain mechanisms,broader,Disciplinary or overlay context
C000479,risk literature,related,Literature-oriented retrieval expansion
C000480,Digital heritage,search_phrase,Canonical concept phrase
C000480,"""Digital heritage"" OR ""Digital heritage research""",high_recall,Database-adaptable phrase expansion
C000480,Digital heritage,broader,Disciplinary or overlay context
C000480,Digital heritage literature,related,Literature-oriented retrieval expansion
C000481,Criminological theories,search_phrase,Canonical concept phrase
C000481,"""Criminological theories"" OR ""Criminological theories research""",high_recall,Database-adaptable phrase expansion
C000481,Criminological theories,broader,Disciplinary or overlay context
C000481,Criminological theories literature,related,Literature-oriented retrieval expansion
C000482,Aboriginal and Torres Strait Islander philosophy,search_phrase,Canonical concept phrase
C000482,"""Aboriginal and Torres Strait Islander philosophy"" OR ""Aboriginal and Torres Strait Islander philosophy research""",high_recall,Database-adaptable phrase expansion
C000482,Aboriginal and Torres Strait Islander philosophy,broader,Disciplinary or overlay context
C000482,Aboriginal and Torres Strait Islander philosophy literature,related,Literature-oriented retrieval expansion
C000483,Knowledge representation and reasoning,search_phrase,Canonical concept phrase
